date,l_ipn,r_asn,f
9/18/06,0,35118,1
9/18/06,2,137,1
9/18/06,2,553,2
9/18/06,2,1239,542
9/18/06,2,1312,95
9/18/06,2,3561,7
9/18/06,2,3659,1
9/18/06,2,4181,1
9/18/06,2,4323,3
9/18/06,2,5617,1
9/18/06,2,5650,62
9/18/06,2,6517,1
9/18/06,2,7018,155
9/18/06,2,7132,2
9/18/06,2,7377,95
9/18/06,2,9316,1
9/18/06,2,11414,12
9/18/06,2,13749,1
9/18/06,2,16339,1
9/18/06,2,19918,176
9/18/06,2,27596,2
9/18/06,2,29863,7
9/18/06,2,30099,5
9/18/06,2,33260,2
9/18/06,2,33438,1
9/18/06,2,33650,1
9/18/06,2,33651,51
9/18/06,3,1239,2
9/18/06,3,5413,1
9/18/06,3,5617,2
9/18/06,3,6517,2
9/18/06,3,9316,2
9/18/06,3,9800,2
9/18/06,3,13749,2
9/18/06,3,15087,1
9/18/06,3,16131,2
9/18/06,3,16339,2
9/18/06,3,18832,1
9/18/06,3,19262,1
9/18/06,3,27364,1
9/18/06,4,137,35
9/18/06,4,209,1
9/18/06,4,1239,221
9/18/06,4,3265,548
9/18/06,4,3671,784234
9/18/06,4,4323,1
9/18/06,4,6405,3
9/18/06,4,6517,1
9/18/06,4,6746,3
9/18/06,4,7132,10
9/18/06,4,8708,53
9/18/06,4,9498,2
9/18/06,4,9829,53
9/18/06,4,16339,1
9/18/06,4,19548,1
9/18/06,4,22196,10
9/18/06,4,31976,120
9/18/06,6,1239,2
9/18/06,6,4134,1
9/18/06,6,4837,1
9/18/06,6,5413,1
9/18/06,6,6517,2
9/18/06,6,8737,2
9/18/06,6,9316,2
9/18/06,6,9498,1
9/18/06,6,9800,2
9/18/06,6,13749,1
9/18/06,6,15087,1
9/18/06,6,16131,2
9/18/06,6,16339,2
9/18/06,6,18832,2
9/18/06,6,26496,4
9/18/06,6,27364,4
9/18/06,7,17,6
9/18/06,7,109,7
9/18/06,7,226,1
9/18/06,7,701,5
9/18/06,7,2152,16
9/18/06,7,3561,14
9/18/06,7,3701,2
9/18/06,7,6432,9
9/18/06,7,6461,2
9/18/06,7,7726,4
9/18/06,7,8070,1
9/18/06,7,8075,4
9/18/06,7,9156,9
9/18/06,7,10565,1
9/18/06,7,10763,3
9/18/06,7,15169,54
9/18/06,7,17055,20
9/18/06,7,18924,48
9/18/06,7,20940,2
9/18/06,7,21844,146
9/18/06,7,25751,2
9/18/06,7,25973,34
9/18/06,7,26914,3
9/18/06,7,36347,1
9/18/06,7,36717,2
9/18/06,7,36856,19
9/18/06,8,109,7
9/18/06,8,209,5
9/18/06,8,1313,11
9/18/06,8,2152,21
9/18/06,8,2833,1
9/18/06,8,2914,21
9/18/06,8,3561,3
9/18/06,8,3701,2
9/18/06,8,4264,2
9/18/06,8,4266,3
9/18/06,8,5662,24
9/18/06,8,6140,3
9/18/06,8,8001,3
9/18/06,8,8070,8
9/18/06,8,8075,7
9/18/06,8,8182,2
9/18/06,8,10763,4
9/18/06,8,12552,3
9/18/06,8,13749,3
9/18/06,8,13890,3
9/18/06,8,14780,3
9/18/06,8,15169,372
9/18/06,8,16509,4
9/18/06,8,17374,6
9/18/06,8,20940,1
9/18/06,8,22205,3
9/18/06,8,22822,13
9/18/06,8,22982,3
9/18/06,8,25897,4
9/18/06,8,26101,2
9/18/06,8,27357,6
9/18/06,8,29854,2
9/18/06,8,33070,42
9/18/06,8,33554,3
9/18/06,8,36856,10
9/18/06,9,2152,1
9/18/06,9,8070,1
9/18/06,9,8075,2
9/19/06,0,701,1
9/19/06,0,2819,2
9/19/06,0,2828,214
9/19/06,0,3215,1
9/19/06,0,3320,1
9/19/06,0,3561,62
9/19/06,0,3671,8
9/19/06,0,3786,2
9/19/06,0,4134,2
9/19/06,0,4713,2
9/19/06,0,6327,1
9/19/06,0,6395,1
9/19/06,0,6432,1
9/19/06,0,6461,1
9/19/06,0,6478,1
9/19/06,0,6724,1
9/19/06,0,6939,1
9/19/06,0,7018,1
9/19/06,0,7132,1
9/19/06,0,7738,1
9/19/06,0,8323,1
9/19/06,0,8705,1
9/19/06,0,9316,1
9/19/06,0,9318,1
9/19/06,0,9829,2
9/19/06,0,10201,1
9/19/06,0,11351,1
9/19/06,0,11829,1
9/19/06,0,12167,1
9/19/06,0,12271,1
9/19/06,0,12479,1
9/19/06,0,13462,41
9/19/06,0,13749,714
9/19/06,0,15083,187
9/19/06,0,15244,1
9/19/06,0,15395,1
9/19/06,0,15471,1
9/19/06,0,17464,1
9/19/06,0,18566,1
9/19/06,0,19262,1
9/19/06,0,20001,1
9/19/06,0,20231,1
9/19/06,0,27229,1
9/19/06,0,30099,1
9/19/06,0,30141,1
9/19/06,0,30721,2
9/19/06,0,32244,1
9/19/06,0,32613,1
9/19/06,0,33650,1
9/19/06,0,33657,1
9/19/06,0,33668,1
9/19/06,2,553,71
9/19/06,2,1312,83
9/19/06,2,2828,209
9/19/06,2,3561,3
9/19/06,2,4323,11
9/19/06,2,4983,52
9/19/06,2,5650,79
9/19/06,2,6539,379
9/19/06,2,7018,221
9/19/06,2,7132,6
9/19/06,2,7377,82
9/19/06,2,7774,1
9/19/06,2,9316,1
9/19/06,2,11414,3
9/19/06,2,13749,710
9/19/06,2,15083,43
9/19/06,2,17055,2
9/19/06,2,19318,1
9/19/06,2,19918,421
9/19/06,2,22625,1
9/19/06,2,29863,3
9/19/06,2,30099,6
9/19/06,2,32613,1
9/19/06,2,33260,4
9/19/06,2,33650,307
9/19/06,2,33651,18
9/19/06,3,271,1
9/19/06,3,701,4
9/19/06,3,2828,2
9/19/06,3,3462,1
9/19/06,3,4134,10
9/19/06,3,4808,12
9/19/06,3,5413,1
9/19/06,3,6539,1
9/19/06,3,9316,1
9/19/06,3,20773,2
9/19/06,3,20959,1
9/19/06,3,23974,1
9/19/06,3,29550,1
9/19/06,3,32613,1
9/19/06,6,271,5
9/19/06,6,701,4
9/19/06,6,2828,1
9/19/06,6,4134,8
9/19/06,6,4837,1
9/19/06,6,6478,4
9/19/06,6,6539,1
9/19/06,6,9316,2
9/19/06,6,13680,1
9/19/06,6,20773,2
9/19/06,6,23974,1
9/19/06,6,29550,6
9/19/06,6,32613,2
9/19/06,7,109,4
9/19/06,7,174,2
9/19/06,7,226,1
9/19/06,7,3561,1
9/19/06,7,3701,2
9/19/06,7,4436,2
9/19/06,7,5413,6
9/19/06,7,6432,1
9/19/06,7,6453,2
9/19/06,7,6939,1
9/19/06,7,8070,2
9/19/06,7,8075,2
9/19/06,7,8182,2
9/19/06,7,9156,6
9/19/06,7,10763,6
9/19/06,7,15169,51
9/19/06,7,17210,26
9/19/06,7,17231,8
9/19/06,7,18924,48
9/19/06,7,20940,2
9/19/06,7,21844,142
9/19/06,7,25751,4
9/19/06,7,25973,34
9/19/06,7,29550,3
9/19/06,7,33070,5
9/19/06,7,33419,3
9/19/06,7,36856,14
9/19/06,8,109,4
9/19/06,8,786,2
9/19/06,8,1668,91
9/19/06,8,2152,1
9/19/06,8,2553,41
9/19/06,8,2828,280
9/19/06,8,3701,1
9/19/06,8,5662,1146
9/19/06,8,8075,2
9/19/06,8,15169,225
9/19/06,8,26347,5
9/19/06,8,29550,1
9/19/06,8,36856,4
9/19/06,9,209,22
9/19/06,9,226,78
9/19/06,9,2152,20
9/19/06,9,2914,3
9/19/06,9,3356,17
9/19/06,9,3561,4
9/19/06,9,3614,3
9/19/06,9,4265,4
9/19/06,9,5779,185
9/19/06,9,6307,6
9/19/06,9,6318,39
9/19/06,9,6432,5
9/19/06,9,6453,5
9/19/06,9,7018,9
9/19/06,9,7726,3
9/19/06,9,7743,29
9/19/06,9,7837,1
9/19/06,9,8002,1
9/19/06,9,8070,5
9/19/06,9,8075,2
9/19/06,9,10763,1
9/19/06,9,10794,72
9/19/06,9,11266,369
9/19/06,9,11486,2
9/19/06,9,11922,1
9/19/06,9,12168,36
9/19/06,9,12179,1
9/19/06,9,12182,1
9/19/06,9,14780,428
9/19/06,9,15169,99
9/19/06,9,16432,5
9/19/06,9,16509,7
9/19/06,9,16966,4
9/19/06,9,19296,2
9/19/06,9,20940,102
9/19/06,9,25751,2
9/19/06,9,26101,63
9/19/06,9,30099,5
9/19/06,9,32392,6
9/19/06,9,33322,1
9/19/06,9,33419,4
9/19/06,9,33694,2
9/19/06,9,36088,225
9/19/06,9,36856,5
9/20/06,0,209,2
9/20/06,0,1659,2
9/20/06,0,1785,1
9/20/06,0,2514,1
9/20/06,0,2518,1
9/20/06,0,2914,1
9/20/06,0,3269,3
9/20/06,0,3320,1
9/20/06,0,3356,1
9/20/06,0,3462,1
9/20/06,0,3561,41
9/20/06,0,3671,6
9/20/06,0,4134,6
9/20/06,0,4538,1
9/20/06,0,4618,1
9/20/06,0,4766,1
9/20/06,0,4814,2
9/20/06,0,4837,1
9/20/06,0,6432,3
9/20/06,0,6461,1
9/20/06,0,6517,28
9/20/06,0,6724,1
9/20/06,0,6939,1
9/20/06,0,7543,25
9/20/06,0,7602,5
9/20/06,0,7738,1
9/20/06,0,8075,1
9/20/06,0,8402,1
9/20/06,0,8560,5
9/20/06,0,9316,1652
9/20/06,0,9318,2675
9/20/06,0,9800,1
9/20/06,0,9829,1
9/20/06,0,10796,1
9/20/06,0,11486,1
9/20/06,0,11955,1
9/20/06,0,13462,35
9/20/06,0,13867,2
9/20/06,0,14501,1
9/20/06,0,15802,3
9/20/06,0,17228,1
9/20/06,0,17557,1
9/20/06,0,17974,1
9/20/06,0,19115,1
9/20/06,0,19262,1
9/20/06,0,19296,1
9/20/06,0,19429,1
9/20/06,0,19893,1
9/20/06,0,20115,1
9/20/06,0,20468,1
9/20/06,0,22291,1
9/20/06,0,24863,1
9/20/06,0,29717,15
9/20/06,0,30141,1
9/20/06,0,30165,2
9/20/06,0,32613,86
9/20/06,0,33657,3
9/20/06,0,35249,1
9/20/06,2,59,1
9/20/06,2,553,3
9/20/06,2,1312,132
9/20/06,2,3269,1
9/20/06,2,3462,1
9/20/06,2,3561,6
9/20/06,2,3701,1
9/20/06,2,4134,1
9/20/06,2,4323,3
9/20/06,2,4983,22
9/20/06,2,5650,147
9/20/06,2,6517,28
9/20/06,2,6539,3957
9/20/06,2,7018,138
9/20/06,2,7132,2
9/20/06,2,7377,133
9/20/06,2,8069,1059
9/20/06,2,9316,5214
9/20/06,2,9318,1970
9/20/06,2,9800,1
9/20/06,2,11414,27
9/20/06,2,12156,4
9/20/06,2,17055,2
9/20/06,2,17557,1
9/20/06,2,18566,2
9/20/06,2,19918,429
9/20/06,2,29863,13
9/20/06,2,30099,5
9/20/06,2,32613,8
9/20/06,2,33260,3
9/20/06,2,33650,40
9/20/06,2,33651,64
9/20/06,2,36828,3
9/20/06,3,1659,2
9/20/06,3,3269,1
9/20/06,3,3462,2
9/20/06,3,4134,27
9/20/06,3,4230,1
9/20/06,3,4837,5
9/20/06,3,6517,2
9/20/06,3,8560,14
9/20/06,3,9318,1
9/20/06,3,9394,2
9/20/06,3,9800,1
9/20/06,3,17557,2
9/20/06,3,32613,3
9/20/06,6,3269,2
9/20/06,6,3462,1
9/20/06,6,4134,25
9/20/06,6,4230,2
9/20/06,6,4812,3
9/20/06,6,4837,3
9/20/06,6,6517,2
9/20/06,6,8560,18
9/20/06,6,9318,2
9/20/06,6,9394,1
9/20/06,6,9800,1
9/20/06,6,17557,2
9/20/06,6,31669,2
9/20/06,6,32613,2
9/20/06,6,33287,2
9/20/06,7,109,1
9/20/06,7,766,1
9/20/06,7,1668,1
9/20/06,7,2152,9
9/20/06,7,2572,24
9/20/06,7,3701,3
9/20/06,7,4230,2
9/20/06,7,6128,3
9/20/06,7,6432,4
9/20/06,7,7342,2
9/20/06,7,8070,1
9/20/06,7,8075,2
9/20/06,7,9156,11
9/20/06,7,10763,9
9/20/06,7,11106,1
9/20/06,7,15169,56
9/20/06,7,16733,2
9/20/06,7,17210,46
9/20/06,7,17225,2
9/20/06,7,18924,48
9/20/06,7,19057,23
9/20/06,7,20940,9
9/20/06,7,21844,112
9/20/06,7,25751,4
9/20/06,7,25973,22
9/20/06,7,26347,6
9/20/06,7,33070,5
9/20/06,7,33419,8
9/20/06,7,36856,30
9/20/06,8,109,1
9/20/06,8,1668,143
9/20/06,8,2152,1
9/20/06,8,3701,1
9/20/06,8,4230,1
9/20/06,8,4675,27
9/20/06,8,4927,2
9/20/06,8,5662,1215
9/20/06,8,6128,1
9/20/06,8,6517,1
9/20/06,8,8075,2
9/20/06,8,15169,275
9/20/06,8,19916,7899
9/20/06,8,36856,4
9/20/06,9,174,5
9/20/06,9,209,25
9/20/06,9,226,170
9/20/06,9,1668,4
9/20/06,9,2152,62
9/20/06,9,2828,4
9/20/06,9,2914,152
9/20/06,9,3064,30
9/20/06,9,3340,2
9/20/06,9,3356,92
9/20/06,9,3561,125
9/20/06,9,4264,8
9/20/06,9,4265,3
9/20/06,9,4436,8
9/20/06,9,4513,1
9/20/06,9,5417,2
9/20/06,9,5779,283
9/20/06,9,6432,25
9/20/06,9,6461,11
9/20/06,9,6939,15
9/20/06,9,7342,1
9/20/06,9,7349,1
9/20/06,9,8070,6
9/20/06,9,8075,1
9/20/06,9,8404,41
9/20/06,9,10763,1
9/20/06,9,10843,7
9/20/06,9,11486,9
9/20/06,9,11643,24
9/20/06,9,12168,538
9/20/06,9,12182,4
9/20/06,9,12188,2
9/20/06,9,13601,6
9/20/06,9,14501,3
9/20/06,9,14780,463
9/20/06,9,14992,2
9/20/06,9,15169,163
9/20/06,9,15226,26
9/20/06,9,16509,112
9/20/06,9,16546,3
9/20/06,9,16667,3
9/20/06,9,17225,17
9/20/06,9,18549,5
9/20/06,9,19296,5
9/20/06,9,19318,2
9/20/06,9,20940,249
9/20/06,9,23342,1
9/20/06,9,25655,2
9/20/06,9,25720,5
9/20/06,9,25817,7
9/20/06,9,25881,4
9/20/06,9,26101,100
9/20/06,9,26978,1
9/20/06,9,30217,14
9/20/06,9,32313,4
9/20/06,9,33419,23
9/20/06,9,34768,6
9/20/06,9,36088,206
9/20/06,9,36856,1
9/21/06,0,209,1
9/21/06,0,702,1
9/21/06,0,714,1
9/21/06,0,1785,1
9/21/06,0,3215,1
9/21/06,0,3462,23
9/21/06,0,3561,63
9/21/06,0,3671,14
9/21/06,0,3786,1
9/21/06,0,4134,2
9/21/06,0,4538,1
9/21/06,0,4618,2
9/21/06,0,4808,2
9/21/06,0,4837,1
9/21/06,0,5617,1
9/21/06,0,6147,1
9/21/06,0,6388,1
9/21/06,0,6432,1
9/21/06,0,6461,1
9/21/06,0,6724,1
9/21/06,0,6730,1
9/21/06,0,6830,1
9/21/06,0,6939,1
9/21/06,0,6993,2
9/21/06,0,7132,1
9/21/06,0,7393,1
9/21/06,0,7545,1
9/21/06,0,7738,2
9/21/06,0,8113,2
9/21/06,0,8151,2
9/21/06,0,8167,1
9/21/06,0,8228,1
9/21/06,0,9318,750
9/21/06,0,10912,2
9/21/06,0,10994,1
9/21/06,0,12709,1
9/21/06,0,13432,1
9/21/06,0,13462,37
9/21/06,0,13867,1
9/21/06,0,14127,301
9/21/06,0,15334,2
9/21/06,0,17557,256
9/21/06,0,18044,1
9/21/06,0,18881,1
9/21/06,0,20597,1
9/21/06,0,21840,1
9/21/06,0,23500,1
9/21/06,0,24587,1
9/21/06,0,25973,1
9/21/06,0,26831,1
9/21/06,0,29717,1
9/21/06,0,30099,1
9/21/06,0,31976,3
9/21/06,0,33287,1
9/21/06,0,36351,1
9/21/06,0,38083,2
9/21/06,2,174,4
9/21/06,2,209,42
9/21/06,2,1312,85
9/21/06,2,2552,1
9/21/06,2,3352,1
9/21/06,2,3462,1277
9/21/06,2,3561,7
9/21/06,2,3659,1
9/21/06,2,3701,1
9/21/06,2,4134,1
9/21/06,2,4538,1
9/21/06,2,4788,1737
9/21/06,2,4983,72
9/21/06,2,5650,200
9/21/06,2,7132,117
9/21/06,2,7377,82
9/21/06,2,7543,1
9/21/06,2,8069,6
9/21/06,2,9318,683
9/21/06,2,10620,63
9/21/06,2,11414,46
9/21/06,2,14127,321
9/21/06,2,14425,1
9/21/06,2,17557,87
9/21/06,2,17964,17
9/21/06,2,19918,465
9/21/06,2,20597,1
9/21/06,2,29863,8
9/21/06,2,30099,8
9/21/06,2,33260,4
9/21/06,2,33650,567
9/21/06,2,33651,11
9/21/06,2,38083,2
9/21/06,3,4134,4
9/21/06,3,4538,13
9/21/06,3,4780,1
9/21/06,3,6128,2
9/21/06,3,8560,1
9/21/06,3,9370,2
9/21/06,3,14051,1
9/21/06,3,14127,1
9/21/06,3,17557,2
9/21/06,3,20597,2
9/21/06,3,24139,2
9/21/06,3,24400,1
9/21/06,3,26496,1
9/21/06,3,28571,3
9/21/06,3,38083,2
9/21/06,6,1659,2
9/21/06,6,4134,19
9/21/06,6,4780,2
9/21/06,6,4788,1
9/21/06,6,4808,8
9/21/06,6,4837,3
9/21/06,6,8560,2
9/21/06,6,9370,2
9/21/06,6,9830,2
9/21/06,6,10620,2
9/21/06,6,14051,2
9/21/06,6,14127,2
9/21/06,6,17557,1
9/21/06,6,20597,1
9/21/06,6,24400,2
9/21/06,7,14,6
9/21/06,7,31,2
9/21/06,7,73,5
9/21/06,7,209,45
9/21/06,7,2152,1
9/21/06,7,2914,17
9/21/06,7,3561,5
9/21/06,7,3701,2
9/21/06,7,4323,7
9/21/06,7,4538,1
9/21/06,7,6939,5
9/21/06,7,8001,11
9/21/06,7,8070,1
9/21/06,7,8075,2
9/21/06,7,9156,9
9/21/06,7,11486,2
9/21/06,7,14051,2
9/21/06,7,15169,53
9/21/06,7,16966,1
9/21/06,7,18924,48
9/21/06,7,20940,2
9/21/06,7,21844,340
9/21/06,7,22849,121
9/21/06,7,24400,2
9/21/06,7,25973,76
9/21/06,7,26347,5
9/21/06,7,27522,17
9/21/06,7,29863,2
9/21/06,7,31983,2
9/21/06,7,36856,20
9/21/06,8,786,7
9/21/06,8,1668,8
9/21/06,8,2152,2
9/21/06,8,3561,2
9/21/06,8,3701,1
9/21/06,8,4538,1
9/21/06,8,4675,2
9/21/06,8,4996,20
9/21/06,8,5662,23
9/21/06,8,7859,8
9/21/06,8,8075,4
9/21/06,8,11486,8
9/21/06,8,14051,1
9/21/06,8,14780,8
9/21/06,8,15169,287
9/21/06,8,24400,1
9/21/06,8,25752,3
9/21/06,8,36856,4
9/21/06,9,102,123
9/21/06,9,111,1
9/21/06,9,174,13
9/21/06,9,209,39
9/21/06,9,226,1
9/21/06,9,2152,7
9/21/06,9,2914,20
9/21/06,9,3561,1
9/21/06,9,4182,18
9/21/06,9,4264,2
9/21/06,9,4323,11
9/21/06,9,4513,1
9/21/06,9,5067,3
9/21/06,9,5779,52
9/21/06,9,6356,2
9/21/06,9,6432,4
9/21/06,9,7224,1
9/21/06,9,8070,3
9/21/06,9,8075,2
9/21/06,9,9729,6
9/21/06,9,10794,8
9/21/06,9,10910,2
9/21/06,9,11442,2
9/21/06,9,11643,15
9/21/06,9,12182,14
9/21/06,9,13756,2
9/21/06,9,14780,89
9/21/06,9,15169,21
9/21/06,9,19916,3
9/21/06,9,20940,51
9/21/06,9,23273,2
9/21/06,9,25751,1
9/21/06,9,26101,25
9/21/06,9,26228,2
9/21/06,9,30217,9
9/21/06,9,36088,37
9/21/06,9,36856,1
9/22/06,0,4,1
9/22/06,0,3216,2
9/22/06,0,3549,1
9/22/06,0,3561,42
9/22/06,0,3595,1
9/22/06,0,3671,5
9/22/06,0,4134,19
9/22/06,0,4544,1
9/22/06,0,4618,1
9/22/06,0,4686,1
9/22/06,0,4713,1
9/22/06,0,4766,1
9/22/06,0,4837,1
9/22/06,0,5483,1
9/22/06,0,6432,2
9/22/06,0,6724,1
9/22/06,0,6939,2
9/22/06,0,7018,1
9/22/06,0,7738,2
9/22/06,0,8447,1
9/22/06,0,10938,1
9/22/06,0,13462,31
9/22/06,0,14742,1
9/22/06,0,15500,1
9/22/06,0,17228,1
9/22/06,0,17557,1
9/22/06,0,24835,1
9/22/06,0,26085,1
9/22/06,0,26831,1
9/22/06,0,32479,1
9/22/06,0,33489,1
9/22/06,0,35911,1
9/22/06,2,209,72
9/22/06,2,553,2
9/22/06,2,786,149
9/22/06,2,1312,84
9/22/06,2,3557,1
9/22/06,2,3561,7
9/22/06,2,4134,495
9/22/06,2,4983,4
9/22/06,2,5650,136
9/22/06,2,7018,67
9/22/06,2,7377,82
9/22/06,2,8069,12
9/22/06,2,11414,18
9/22/06,2,11840,1
9/22/06,2,13749,1
9/22/06,2,14425,5
9/22/06,2,17557,1
9/22/06,2,19318,1
9/22/06,2,19444,3
9/22/06,2,19918,228
9/22/06,2,29863,4
9/22/06,2,30099,8
9/22/06,2,33260,8
9/22/06,2,33650,35
9/22/06,2,33651,53
9/22/06,2,36384,6
9/22/06,2,36828,3
9/22/06,3,4134,26
9/22/06,3,4837,1
9/22/06,3,9812,2
9/22/06,3,17557,2
9/22/06,3,18566,6
9/22/06,3,24400,1
9/22/06,3,24851,11
9/22/06,3,29550,1
9/22/06,3,30315,2
9/22/06,6,4134,38
9/22/06,6,4230,1
9/22/06,6,9812,1
9/22/06,6,17447,1
9/22/06,6,17557,2
9/22/06,6,18566,5
9/22/06,6,24139,1
9/22/06,6,24400,2
9/22/06,6,24851,14
9/22/06,6,29550,2
9/22/06,6,30315,2
9/22/06,7,2152,1
9/22/06,7,3561,2
9/22/06,7,3701,1
9/22/06,7,8070,1
9/22/06,7,8075,2
9/22/06,7,9156,3
9/22/06,7,15169,12
9/22/06,7,18924,48
9/22/06,7,20940,2
9/22/06,7,21844,32
9/22/06,7,25973,4
9/22/06,7,29550,6
9/22/06,7,36856,5
9/22/06,8,59,3
9/22/06,8,1668,8
9/22/06,8,2152,12
9/22/06,8,2914,5
9/22/06,8,3356,11
9/22/06,8,3491,1
9/22/06,8,3561,2
9/22/06,8,3575,4
9/22/06,8,3701,1
9/22/06,8,4230,1
9/22/06,8,4264,2
9/22/06,8,4265,34
9/22/06,8,5662,22
9/22/06,8,7362,6
9/22/06,8,8075,2
9/22/06,8,10565,1
9/22/06,8,10763,2
9/22/06,8,10933,3
9/22/06,8,12168,3
9/22/06,8,13601,12
9/22/06,8,15065,1
9/22/06,8,15169,340
9/22/06,8,15830,2
9/22/06,8,16150,8
9/22/06,8,17055,3
9/22/06,8,19043,20
9/22/06,8,20940,1
9/22/06,8,21568,2
9/22/06,8,22822,2
9/22/06,8,24400,1
9/22/06,8,25751,2
9/22/06,8,26101,2
9/22/06,8,26201,1
9/22/06,8,28576,505
9/22/06,8,29550,1
9/22/06,8,29720,3
9/22/06,8,36856,4
9/22/06,8,40092,4
9/22/06,9,71,18
9/22/06,9,102,83
9/22/06,9,174,3
9/22/06,9,209,18
9/22/06,9,701,1
9/22/06,9,1267,5
9/22/06,9,1889,1
9/22/06,9,2152,55
9/22/06,9,2828,2
9/22/06,9,2914,213
9/22/06,9,3356,6
9/22/06,9,3491,1
9/22/06,9,3561,5
9/22/06,9,3595,14
9/22/06,9,3614,2
9/22/06,9,4265,13
9/22/06,9,5779,32
9/22/06,9,6432,94
9/22/06,9,6453,155
9/22/06,9,6461,8
9/22/06,9,6939,193
9/22/06,9,6984,1
9/22/06,9,7132,2
9/22/06,9,7342,2
9/22/06,9,8070,1
9/22/06,9,8075,2
9/22/06,9,9143,2
9/22/06,9,9929,2
9/22/06,9,10532,8
9/22/06,9,10692,13
9/22/06,9,10763,3
9/22/06,9,10790,4
9/22/06,9,10910,4
9/22/06,9,10912,9
9/22/06,9,10933,16
9/22/06,9,11486,11
9/22/06,9,11944,9
9/22/06,9,12079,50
9/22/06,9,12168,5
9/22/06,9,12182,2
9/22/06,9,13593,3
9/22/06,9,13749,6
9/22/06,9,13867,78
9/22/06,9,14743,2
9/22/06,9,14776,1
9/22/06,9,14780,79
9/22/06,9,14829,2
9/22/06,9,15169,662
9/22/06,9,16509,6
9/22/06,9,16966,1
9/22/06,9,17225,69
9/22/06,9,19041,43
9/22/06,9,19296,2
9/22/06,9,19647,1
9/22/06,9,19773,2
9/22/06,9,20183,2
9/22/06,9,20940,31
9/22/06,9,21568,24
9/22/06,9,21844,4
9/22/06,9,22277,1
9/22/06,9,22822,1
9/22/06,9,24996,1
9/22/06,9,25751,2
9/22/06,9,26101,19
9/22/06,9,26496,3
9/22/06,9,29668,7
9/22/06,9,29720,5
9/22/06,9,30315,99
9/22/06,9,31591,3
9/22/06,9,32244,15
9/22/06,9,33694,2
9/22/06,9,36088,37
9/22/06,9,36561,27
9/22/06,9,36839,1
9/22/06,9,36856,1
9/23/06,0,225,850
9/23/06,0,701,1
9/23/06,0,3269,2
9/23/06,0,3462,9
9/23/06,0,3549,1
9/23/06,0,3561,9
9/23/06,0,3671,12
9/23/06,0,4134,1
9/23/06,0,4766,2
9/23/06,0,5413,1
9/23/06,0,5617,1
9/23/06,0,6746,310
9/23/06,0,9121,1
9/23/06,0,9318,3
9/23/06,0,10738,1
9/23/06,0,10994,1
9/23/06,0,11646,1
9/23/06,0,12479,1
9/23/06,0,12741,1
9/23/06,0,13462,37
9/23/06,0,13768,1
9/23/06,0,13867,1
9/23/06,0,15180,1
9/23/06,0,17557,2
9/23/06,0,17638,599
9/23/06,0,19115,1
9/23/06,0,19429,1
9/23/06,0,20115,1
9/23/06,0,20258,1
9/23/06,0,20668,1
9/23/06,0,22019,1
9/23/06,0,33489,1
9/23/06,0,33854,1
9/23/06,0,36377,1
9/23/06,2,16,1
9/23/06,2,59,1
9/23/06,2,209,4
9/23/06,2,225,850
9/23/06,2,1312,83
9/23/06,2,2914,1
9/23/06,2,3561,3
9/23/06,2,4323,8
9/23/06,2,4760,4
9/23/06,2,5650,1
9/23/06,2,6746,77
9/23/06,2,7018,160
9/23/06,2,7132,17
9/23/06,2,7377,79
9/23/06,2,8069,6
9/23/06,2,9318,3
9/23/06,2,17557,2
9/23/06,2,17638,1020
9/23/06,2,18530,2
9/23/06,2,19181,1
9/23/06,2,19429,1
9/23/06,2,19444,1
9/23/06,2,20057,3
9/23/06,2,29863,8
9/23/06,2,30099,4
9/23/06,2,33260,4
9/23/06,2,33287,6
9/23/06,2,33650,824
9/23/06,2,33651,10
9/23/06,3,73,1
9/23/06,3,225,1
9/23/06,3,1659,1
9/23/06,3,2152,3
9/23/06,3,2500,3
9/23/06,3,3462,1
9/23/06,3,3561,2
9/23/06,3,4134,12
9/23/06,3,6746,2
9/23/06,3,6850,2
9/23/06,3,6981,2
9/23/06,3,7132,1
9/23/06,3,9318,3
9/23/06,3,15180,1
9/23/06,3,17557,3
9/23/06,3,17638,4
9/23/06,3,19429,2
9/23/06,3,24139,2
9/23/06,3,26496,1
9/23/06,3,29550,1
9/23/06,6,73,2
9/23/06,6,225,1
9/23/06,6,1659,1
9/23/06,6,2500,3
9/23/06,6,3561,2
9/23/06,6,4134,7
9/23/06,6,4323,2
9/23/06,6,4812,3
9/23/06,6,6746,1
9/23/06,6,6850,5
9/23/06,6,6981,2
9/23/06,6,9318,2
9/23/06,6,9803,2
9/23/06,6,12917,1
9/23/06,6,17557,2
9/23/06,6,17638,4
9/23/06,6,19429,2
9/23/06,6,29550,2
9/23/06,7,2152,4
9/23/06,7,3265,5
9/23/06,7,3561,7
9/23/06,7,3701,1
9/23/06,7,7011,2
9/23/06,7,8070,1
9/23/06,7,8075,4
9/23/06,7,9156,3
9/23/06,7,15169,33
9/23/06,7,18924,48
9/23/06,7,21844,209
9/23/06,7,25973,36
9/23/06,7,29550,2
9/23/06,7,36856,10
9/23/06,8,3,2
9/23/06,8,209,10
9/23/06,8,225,825
9/23/06,8,714,1
9/23/06,8,1668,4
9/23/06,8,2152,27
9/23/06,8,2914,1
9/23/06,8,3561,5
9/23/06,8,3575,1
9/23/06,8,3701,1
